character,category,base_species,species_id_PROVISIONAL,keep(Y/n)
Chili,gymleader,SPECIES_HEATMOR,684,Y
Chloe,anime,SPECIES_PONYTA,77,Y
Chloe,anime,SPECIES_EEVEE,133,Y
Chloe,anime,SPECIES_ROTOM,532,Y
Chloe,anime,SPECIES_PIDOVE,572,Y
Chloe,anime,SPECIES_YAMPER,1127,Y
Chuck,gymleader,SPECIES_SANDSHREW,27,Y
Chuck,gymleader,SPECIES_MANKEY,56,Y
Chuck,gymleader,SPECIES_POLIWAG,60,Y
Chuck,gymleader,SPECIES_MACHOP,66,Y
Chuck,gymleader,SPECIES_DROWZEE,96,Y
Chuck,gymleader,SPECIES_MAREEP,179,Y
Chuck,gymleader,SPECIES_SNUBBULL,209,Y
Chuck,gymleader,SPECIES_TEDDIURSA,216,Y
Chuck,gymleader,SPECIES_TYROGUE,236,Y
Chuck,gymleader,SPECIES_SHROOMISH,306,Y
Chuck,gymleader,SPECIES_MEDITITE,356,Y
Chuck,gymleader,SPECIES_TIMBURR,585,Y
Cilan,gymleader,SPECIES_HOPPIP,187,Y
Cilan,gymleader,SPECIES_SNIVY,548,Y
Cilan,gymleader,SPECIES_LILLIPUP,559,Y
Cilan,gymleader,SPECIES_PANSAGE,564,Y
Cilan,gymleader,SPECIES_COTTONEE,599,Y
Cilan,gymleader,SPECIES_PETILIL,601,Y
Cilan,gymleader,SPECIES_BASCULIN_RED,603,Y
Cilan,gymleader,SPECIES_MARACTUS,609,Y
Cilan,gymleader,SPECIES_DWEBBLE,610,Y
Cilan,gymleader,SPECIES_FERROSEED,650,Y
Cilan,gymleader,SPECIES_STUNFISK,671,Y
Clair,gymleader,SPECIES_CHARMANDER,4,Y
Clair,gymleader,SPECIES_NIDORAN_M,32,Y
Clair,gymleader,SPECIES_GROWLITHE,58,Y
Clair,gymleader,SPECIES_RHYHORN,111,Y
Clair,gymleader,SPECIES_HORSEA,116,Y
Clair,gymleader,SPECIES_MAGIKARP,129,Y
Clair,gymleader,SPECIES_LAPRAS,131,Y
Clair,gymleader,SPECIES_AERODACTYL,142,Y
Clair,gymleader,SPECIES_DRATINI,147,Y
Clair,gymleader,SPECIES_MAREEP,179,Y
Clair,gymleader,SPECIES_SWABLU,358,Y
Clair,gymleader,SPECIES_BAGON,395,Y
Clair,gymleader,SPECIES_GIBLE,496,Y
Clair,gymleader,SPECIES_DRUDDIGON,674,Y
Clair,gymleader,SPECIES_DRAMPA,997,Y
Clay,gymleader,SPECIES_SANDSHREW,27,Y
Clay,gymleader,SPECIES_ONIX,95,Y
Clay,gymleader,SPECIES_SWINUB,220,Y
Clay,gymleader,SPECIES_BALTOY,318,Y
Clay,gymleader,SPECIES_TRAPINCH,332,Y
Clay,gymleader,SPECIES_DRILBUR,582,Y
Clay,gymleader,SPECIES_TYMPOLE,588,Y
Clay,gymleader,SPECIES_SANDILE,604,Y
Clay,gymleader,SPECIES_GOLETT,675,Y
Clemont,gymleader,SPECIES_MAGNEMITE,81,Y
Clemont,gymleader,SPECIES_VOLTORB,100,Y
Clemont,gymleader,SPECIES_MAREEP,179,Y
Clemont,gymleader,SPECIES_ELECTRIKE,337,Y
Clemont,gymleader,SPECIES_SHINX,456,Y
Clemont,gymleader,SPECIES_PACHIRISU,470,Y
Clemont,gymleader,SPECIES_EMOLGA,640,Y
Clemont,gymleader,SPECIES_STUNFISK,671,Y
Clemont,gymleader,SPECIES_CHESPIN,758,Y
Clemont,gymleader,SPECIES_BUNNELBY,767,Y
Clemont,gymleader,SPECIES_HELIOPTILE,802,Y
Clemont,gymleader,SPECIES_DEDENNE,810,Y
Cogita,other,SPECIES_ENAMORUS,1258,Y
Colress,villain,SPECIES_MAGNEMITE,81,Y
Colress,villain,SPECIES_GRIMER,88,Y
Colress,villain,SPECIES_VOLTORB,100,Y
Colress,villain,SPECIES_PORYGON,137,Y
Colress,villain,SPECIES_BELDUM,398,Y
Colress,villain,SPECIES_ROTOM,532,Y
Colress,villain,SPECIES_KLINK,652,Y
Colress,villain,SPECIES_ELGYEM,658,Y
Colress,villain,SPECIES_GENESECT,702,Y
Crasher Wake,gymleader,SPECIES_POLIWAG,60,Y
Crasher Wake,gymleader,SPECIES_HORSEA,116,Y
Crasher Wake,gymleader,SPECIES_SCYTHER,123,Y
Crasher Wake,gymleader,SPECIES_MAGIKARP,129,Y
Crasher Wake,gymleader,SPECIES_WOOPER,194,Y
Crasher Wake,gymleader,SPECIES_SUICUNE,245,Y
Crasher Wake,gymleader,SPECIES_MUDKIP,283,Y
Crasher Wake,gymleader,SPECIES_LOTAD,295,Y
Crasher Wake,gymleader,SPECIES_WINGULL,309,Y
Crasher Wake,gymleader,SPECIES_CARVANHA,330,Y
Crasher Wake,gymleader,SPECIES_CLAMPERL,373,Y
Crasher Wake,gymleader,SPECIES_ANORITH,390,Y
Crasher Wake,gymleader,SPECIES_PIPLUP,446,Y
Crasher Wake,gymleader,SPECIES_BUIZEL,471,Y
Crasher Wake,gymleader,SPECIES_SHELLOS,475,Y
Crasher Wake,gymleader,SPECIES_FINNEON,509,Y
Cress,gymleader,SPECIES_PSYDUCK,54,Y
Cress,gymleader,SPECIES_SLOWPOKE,79,Y
Cress,gymleader,SPECIES_CORPHISH,326,Y
Cress,gymleader,SPECIES_AZURILL,350,Y
Cress,gymleader,SPECIES_BUIZEL,471,Y
Cress,gymleader,SPECIES_OSHAWOTT,554,Y
Cress,gymleader,SPECIES_LILLIPUP,559,Y
Cress,gymleader,SPECIES_PANPOUR,568,Y
Cress,gymleader,SPECIES_TYMPOLE,588,Y
Cress,gymleader,SPECIES_BASCULIN_RED,603,Y
Cynthia,champion,SPECIES_EEVEE,133,Y
Cynthia,champion,SPECIES_PORYGON,137,Y
Cynthia,champion,SPECIES_TOGEPI,175,Y
Cynthia,champion,SPECIES_FEEBAS,328,Y
Cynthia,champion,SPECIES_BUDEW,459,Y
Cynthia,champion,SPECIES_SHELLOS,475,Y
Cynthia,champion,SPECIES_SPIRITOMB,495,Y
Cynthia,champion,SPECIES_GIBLE,496,Y
Cynthia,champion,SPECIES_RIOLU,500,Y
Cynthia,champion,SPECIES_GIRATINA,540,Y
Cynthia,champion,SPECIES_TYNAMO,655,Y
Cynthia,champion,SPECIES_RUFFLET,680,Y
Cynthia,champion,SPECIES_JANGMO_O,999,Y
Cyrus,villain,SPECIES_ZUBAT,41,Y
Cyrus,villain,SPECIES_MAGNEMITE,81,Y
Cyrus,villain,SPECIES_MAGIKARP,129,Y
Cyrus,villain,SPECIES_MURKROW,198,Y
Cyrus,villain,SPECIES_SNEASEL,215,Y
Cyrus,villain,SPECIES_HOUNDOUR,228,Y
Cyrus,villain,SPECIES_ENTEI,244,Y
Cyrus,villain,SPECIES_NOSEPASS,320,Y
Cyrus,villain,SPECIES_BAGON,395,Y
Cyrus,villain,SPECIES_ROTOM,532,Y
Cyrus,villain,SPECIES_DIALGA,536,Y
Cyrus,villain,SPECIES_PALKIA,537,Y
Cyrus,villain,SPECIES_DARKRAI,544,Y
Dahlia,frontier,SPECIES_ZAPDOS,145,Y
Dahlia,frontier,SPECIES_TOGEPI,175,Y
Dahlia,frontier,SPECIES_TORCHIC,280,Y
Dahlia,frontier,SPECIES_LOTAD,295,Y
Dahlia,frontier,SPECIES_MEDITITE,356,Y
Dahlia,frontier,SPECIES_DUSKULL,361,Y
Darach,frontier,SPECIES_HOUNDOUR,228,Y
Darach,frontier,SPECIES_ENTEI,244,Y
Darach,frontier,SPECIES_RALTS,392,Y
Darach,frontier,SPECIES_PIPLUP,446,Y
Darach,frontier,SPECIES_STARLY,449,Y
Dawn,protagonist,SPECIES_SQUIRTLE,7,Y
Dawn,protagonist,SPECIES_ZUBAT,41,Y
Dawn,protagonist,SPECIES_ODDISH,43,Y
Dawn,protagonist,SPECIES_GROWLITHE,58,Y
Dawn,protagonist,SPECIES_ABRA,63,Y
Dawn,protagonist,SPECIES_LICKITUNG,108,Y
Dawn,protagonist,SPECIES_TANGELA,114,Y
Dawn,protagonist,SPECIES_CYNDAQUIL,155,Y
Dawn,protagonist,SPECIES_CLEFFA,173,Y
Dawn,protagonist,SPECIES_TOGEPI,175,Y
Dawn,protagonist,SPECIES_AIPOM,190,Y
Dawn,protagonist,SPECIES_MURKROW,198,Y
Dawn,protagonist,SPECIES_SWINUB,220,Y
Dawn,protagonist,SPECIES_MAGBY,240,Y
Dawn,protagonist,SPECIES_TREECKO,277,Y
Dawn,protagonist,SPECIES_FEEBAS,328,Y
Dawn,protagonist,SPECIES_SNORUNT,346,Y
Dawn,protagonist,SPECIES_CLAMPERL,373,Y
Dawn,protagonist,SPECIES_TURTWIG,440,Y
Dawn,protagonist,SPECIES_CHIMCHAR,443,Y
Dawn,protagonist,SPECIES_PIPLUP,446,Y
Dawn,protagonist,SPECIES_BIDOOF,452,Y
Dawn,protagonist,SPECIES_BURMY,465,Y
Dawn,protagonist,SPECIES_PACHIRISU,470,Y
Dawn,protagonist,SPECIES_BUIZEL,471,Y
Dawn,protagonist,SPECIES_BUNEARY,480,Y
Dawn,protagonist,SPECIES_MIME_JR,492,Y
Dawn,protagonist,SPECIES_CRESSELIA,541,Y
Dawn,protagonist,SPECIES_OSHAWOTT,554,Y
Dawn,protagonist,SPECIES_ORICORIO,958,Y
Dawn,protagonist,SPECIES_MILCERY,1160,Y
Diantha,champion,SPECIES_RALTS,392,Y
Diantha,champion,SPECIES_KELDEO,700,Y
Diantha,champion,SPECIES_TYRUNT,804,Y
Diantha,champion,SPECIES_AMAURA,806,Y
Diantha,champion,SPECIES_HAWLUCHA,809,Y
Diantha,champion,SPECIES_GOOMY,812,Y
Diantha,champion,SPECIES_PUMPKABOO,818,Y
Diantha,champion,SPECIES_DIANCIE,827,Y
Drake,elite4,SPECIES_HORSEA,116,Y
Drake,elite4,SPECIES_TRAPINCH,332,Y
Drake,elite4,SPECIES_SWABLU,358,Y
Drake,elite4,SPECIES_BAGON,395,Y
Drake,elite4,SPECIES_AXEW,663,Y
Drake,elite4,SPECIES_SKRELP,798,Y
Drasna,elite4,SPECIES_SWABLU,358,Y
Drasna,elite4,SPECIES_DRUDDIGON,674,Y
Drasna,elite4,SPECIES_SKRELP,798,Y
Drasna,elite4,SPECIES_NOIBAT,822,Y
Drayden,gymleader,SPECIES_TRAPINCH,332,Y
Drayden,gymleader,SPECIES_SWABLU,358,Y
Drayden,gymleader,SPECIES_BAGON,395,Y
Drayden,gymleader,SPECIES_AXEW,663,Y
Drayden,gymleader,SPECIES_DRUDDIGON,674,Y
Drayden,gymleader,SPECIES_DEINO,686,Y
Drew,anime,SPECIES_CATERPIE,10,Y
Drew,anime,SPECIES_SURSKIT,311,Y
Drew,anime,SPECIES_TRAPINCH,332,Y
Drew,anime,SPECIES_ABSOL,376,Y
Drew,anime,SPECIES_BUDEW,459,Y
Elesa,gymleader,SPECIES_TOGEPI,175,Y
Elesa,gymleader,SPECIES_MAREEP,179,Y
Elesa,gymleader,SPECIES_SHINX,456,Y
Elesa,gymleader,SPECIES_ROTOM,532,Y
Elesa,gymleader,SPECIES_BLITZLE,575,Y
Elesa,gymleader,SPECIES_EMOLGA,640,Y
Elesa,gymleader,SPECIES_JOLTIK,648,Y
Elesa,gymleader,SPECIES_TYNAMO,655,Y
Elesa,gymleader,SPECIES_STUNFISK,671,Y
Elesa,gymleader,SPECIES_THUNDURUS,695,Y
Elio,anime,SPECIES_EEVEE,133,Y
Elio,anime,SPECIES_ROTOM,532,Y
Elio,anime,SPECIES_ROWLET,939,Y
Elio,anime,SPECIES_LITTEN,942,Y
Elio,anime,SPECIES_POPPLIO,945,Y
Elio,anime,SPECIES_ROCKRUFF,961,Y
Elio,anime,SPECIES_TYPE_NULL,989,Y
Elio,anime,SPECIES_COSMOG,1006,Y
Elio,anime,SPECIES_NIHILEGO,1010,Y
Elio,anime,SPECIES_BUZZWOLE,1011,Y
Elio,anime,SPECIES_PHEROMOSA,1012,Y
Elio,anime,SPECIES_XURKITREE,1013,Y
Elio,anime,SPECIES_CELESTEELA,1014,Y
Elio,anime,SPECIES_KARTANA,1015,Y
Elio,anime,SPECIES_GUZZLORD,1016,Y
Elio,anime,SPECIES_NECROZMA,1017,Y
Elio,anime,SPECIES_STAKATAKA,1076,Y
Elm,professor,SPECIES_CHIKORITA,152,Y
Elm,professor,SPECIES_CYNDAQUIL,155,Y
Elm,professor,SPECIES_TOTODILE,158,Y
Elm,professor,SPECIES_SENTRET,161,Y
Elm,professor,SPECIES_TOGEPI,175,Y
Elm,professor,SPECIES_CORSOLA,222,Y
Elm,professor,SPECIES_LARVITAR,246,Y
Elm,professor,SPECIES_BONSLY,491,Y
Erika,gymleader,SPECIES_BULBASAUR,1,Y
Erika,gymleader,SPECIES_VULPIX,37,Y
Erika,gymleader,SPECIES_ODDISH,43,Y
Erika,gymleader,SPECIES_PARAS,46,Y
Erika,gymleader,SPECIES_BELLSPROUT,69,Y
Erika,gymleader,SPECIES_SEEL,86,Y
Erika,gymleader,SPECIES_EXEGGCUTE,102,Y
Erika,gymleader,SPECIES_CUBONE,104,Y
Erika,gymleader,SPECIES_TANGELA,114,Y
Erika,gymleader,SPECIES_EEVEE,133,Y
Erika,gymleader,SPECIES_CLEFFA,173,Y
Erika,gymleader,SPECIES_HOPPIP,187,Y
Erika,gymleader,SPECIES_SEEDOT,298,Y
Erika,gymleader,SPECIES_LILEEP,388,Y
Erika,gymleader,SPECIES_BUDEW,459,Y
Erika,gymleader,SPECIES_HAPPINY,493,Y
Erika,gymleader,SPECIES_MANTYKE,511,Y
Erika,gymleader,SPECIES_SNOVER,512,Y
Erika,gymleader,SPECIES_COTTONEE,599,Y
Erika,gymleader,SPECIES_PETILIL,601,Y
Erika,gymleader,SPECIES_FOMANTIS,970,Y
Erika,gymleader,SPECIES_COMFEY,981,Y
Ethan,protagonist,SPECIES_BULBASAUR,1,Y
Ethan,protagonist,SPECIES_RATTATA,19,Y
Ethan,protagonist,SPECIES_TANGELA,114,Y
Ethan,protagonist,SPECIES_TAUROS,128,Y
Ethan,protagonist,SPECIES_PORYGON,137,Y
Ethan,protagonist,SPECIES_CHIKORITA,152,Y
Ethan,protagonist,SPECIES_CYNDAQUIL,155,Y
Ethan,protagonist,SPECIES_TOTODILE,158,Y
Ethan,protagonist,SPECIES_PHANPY,231,Y
Ethan,protagonist,SPECIES_RAIKOU,243,Y
Ethan,protagonist,SPECIES_LUGIA,249,Y
Ethan,protagonist,SPECIES_HO_OH,250,Y
Ethan,protagonist,SPECIES_AZURILL,350,Y
Falkner,gymleader,SPECIES_CHARMANDER,4,Y
Falkner,gymleader,SPECIES_PIDGEY,16,Y
Falkner,gymleader,SPECIES_SPEAROW,21,Y
Falkner,gymleader,SPECIES_ZUBAT,41,Y
Falkner,gymleader,SPECIES_FARFETCHD,83,Y
Falkner,gymleader,SPECIES_DODUO,84,Y
Falkner,gymleader,SPECIES_AERODACTYL,142,Y
Falkner,gymleader,SPECIES_ARTICUNO,144,Y
Falkner,gymleader,SPECIES_ZAPDOS,145,Y
Falkner,gymleader,SPECIES_HOOTHOOT,163,Y
Falkner,gymleader,SPECIES_TOGEPI,175,Y
Falkner,gymleader,SPECIES_NATU,177,Y
Falkner,gymleader,SPECIES_MURKROW,198,Y
Falkner,gymleader,SPECIES_GLIGAR,207,Y
Falkner,gymleader,SPECIES_DELIBIRD,225,Y
Falkner,gymleader,SPECIES_SKARMORY,227,Y
Falkner,gymleader,SPECIES_LUGIA,249,Y
Falkner,gymleader,SPECIES_TAILLOW,304,Y
Falkner,gymleader,SPECIES_WINGULL,309,Y
Falkner,gymleader,SPECIES_STARLY,449,Y
Fantina,gymleader,SPECIES_GASTLY,92,Y
Fantina,gymleader,SPECIES_DRATINI,147,Y
Fantina,gymleader,SPECIES_MISDREAVUS,200,Y
Fantina,gymleader,SPECIES_NINCADA,301,Y
Fantina,gymleader,SPECIES_SABLEYE,322,Y
Fantina,gymleader,SPECIES_CORPHISH,326,Y
Fantina,gymleader,SPECIES_SNORUNT,346,Y
Fantina,gymleader,SPECIES_DUSKULL,361,Y
Fantina,gymleader,SPECIES_SHUPPET,377,Y
Fantina,gymleader,SPECIES_DRIFLOON,478,Y
Fantina,gymleader,SPECIES_SPIRITOMB,495,Y
Fantina,gymleader,SPECIES_ROTOM,532,Y
Fantina,gymleader,SPECIES_GIRATINA,540,Y
Fantina,gymleader,SPECIES_FRILLISH,645,Y
Flannery,gymleader,SPECIES_VULPIX,37,Y
Flannery,gymleader,SPECIES_GROWLITHE,58,Y
Flannery,gymleader,SPECIES_PONYTA,77,Y
Flannery,gymleader,SPECIES_SLUGMA,218,Y
Flannery,gymleader,SPECIES_HOUNDOUR,228,Y
Flannery,gymleader,SPECIES_MAGBY,240,Y
Flannery,gymleader,SPECIES_TORCHIC,280,Y
Flannery,gymleader,SPECIES_TORKOAL,321,Y
Flannery,gymleader,SPECIES_NUMEL,339,Y
Flannery,gymleader,SPECIES_LITWICK,660,Y
Flint,elite4,SPECIES_VULPIX,37,Y
Flint,elite4,SPECIES_GROWLITHE,58,Y
Flint,elite4,SPECIES_PONYTA,77,Y
Flint,elite4,SPECIES_ONIX,95,Y
Flint,elite4,SPECIES_EEVEE,133,Y
Flint,elite4,SPECIES_HOUNDOUR,228,Y
Flint,elite4,SPECIES_ELEKID,239,Y
Flint,elite4,SPECIES_MAGBY,240,Y
Flint,elite4,SPECIES_ENTEI,244,Y
Flint,elite4,SPECIES_TORCHIC,280,Y
Flint,elite4,SPECIES_CHIMCHAR,443,Y
Flint,elite4,SPECIES_SHINX,456,Y
Flint,elite4,SPECIES_DRIFLOON,478,Y
Flint,elite4,SPECIES_BUNEARY,480,Y
Flint,elite4,SPECIES_ROTOM,532,Y
Gardenia,gymleader,SPECIES_BULBASAUR,1,Y
Gardenia,gymleader,SPECIES_VULPIX,37,Y
Gardenia,gymleader,SPECIES_ODDISH,43,Y
Gardenia,gymleader,SPECIES_BELLSPROUT,69,Y
Gardenia,gymleader,SPECIES_TANGELA,114,Y
Gardenia,gymleader,SPECIES_EEVEE,133,Y
Gardenia,gymleader,SPECIES_HOPPIP,187,Y
Gardenia,gymleader,SPECIES_SUNKERN,191,Y
Gardenia,gymleader,SPECIES_SEEDOT,298,Y
Gardenia,gymleader,SPECIES_SHROOMISH,306,Y
Gardenia,gymleader,SPECIES_FEEBAS,328,Y
Gardenia,gymleader,SPECIES_TROPIUS,369,Y
Gardenia,gymleader,SPECIES_LILEEP,388,Y
Gardenia,gymleader,SPECIES_TURTWIG,440,Y
Gardenia,gymleader,SPECIES_BUDEW,459,Y
Gardenia,gymleader,SPECIES_CHERUBI,473,Y
Gardenia,gymleader,SPECIES_CARNIVINE,508,Y
Gardenia,gymleader,SPECIES_ROTOM,532,Y
Gardenia,gymleader,SPECIES_DHELMISE,998,Y
Gary,anime,SPECIES_BULBASAUR,1,Y
Gary,anime,SPECIES_CHARMANDER,4,Y
Gary,anime,SPECIES_SQUIRTLE,7,Y
Gary,anime,SPECIES_WEEDLE,13,Y
Gary,anime,SPECIES_PIDGEY,16,Y
Gary,anime,SPECIES_SPEAROW,21,Y
Gary,anime,SPECIES_NIDORAN_F,29,Y
Gary,anime,SPECIES_NIDORAN_M,32,Y
Gary,anime,SPECIES_GROWLITHE,58,Y
Gary,anime,SPECIES_ABRA,63,Y
Gary,anime,SPECIES_GEODUDE,74,Y
Gary,anime,SPECIES_PONYTA,77,Y
Gary,anime,SPECIES_SLOWPOKE,79,Y
Gary,anime,SPECIES_DODUO,84,Y
Gary,anime,SPECIES_KRABBY,98,Y
Gary,anime,SPECIES_RHYHORN,111,Y
Gary,anime,SPECIES_HORSEA,116,Y
Gary,anime,SPECIES_SCYTHER,123,Y
Gary,anime,SPECIES_PINSIR,127,Y
Gary,anime,SPECIES_MAGIKARP,129,Y
Gary,anime,SPECIES_EEVEE,133,Y
Gary,anime,SPECIES_SKARMORY,227,Y
Gary,anime,SPECIES_HOUNDOUR,228,Y
Gary,anime,SPECIES_ELEKID,239,Y
Gary,anime,SPECIES_MAGBY,240,Y
Gary,anime,SPECIES_LARVITAR,246,Y
Gary,anime,SPECIES_HATENNA,1148,Y
Gary,anime,SPECIES_REGIDRAGO,1187,Y
Ghetsis,villain,SPECIES_SKORUPI,504,Y
Ghetsis,villain,SPECIES_CROAGUNK,506,Y
Ghetsis,villain,SPECIES_TYMPOLE,588,Y
Ghetsis,villain,SPECIES_YAMASK,615,Y
Ghetsis,villain,SPECIES_TYNAMO,655,Y
Ghetsis,villain,SPECIES_PAWNIARD,677,Y
Ghetsis,villain,SPECIES_BOUFFALANT,679,Y
Ghetsis,villain,SPECIES_DEINO,686,Y
Ghetsis,villain,SPECIES_LARVESTA,689,Y
Ghetsis,villain,SPECIES_RESHIRAM,696,Y
Ghetsis,villain,SPECIES_ZEKROM,697,Y
Ghetsis,villain,SPECIES_KYUREM,699,Y
Giovanni,villain,SPECIES_CHARMANDER,4,Y
Giovanni,villain,SPECIES_SANDSHREW,27,Y
Giovanni,villain,SPECIES_NIDORAN_F,29,Y
Giovanni,villain,SPECIES_NIDORAN_M,32,Y
Giovanni,villain,SPECIES_DIGLETT,50,Y
Giovanni,villain,SPECIES_MEOWTH,52,Y
Giovanni,villain,SPECIES_GROWLITHE,58,Y
Giovanni,villain,SPECIES_MACHOP,66,Y
Giovanni,villain,SPECIES_GEODUDE,74,Y
Giovanni,villain,SPECIES_SHELLDER,90,Y
Giovanni,villain,SPECIES_GASTLY,92,Y
Giovanni,villain,SPECIES_ONIX,95,Y
Giovanni,villain,SPECIES_KRABBY,98,Y
Giovanni,villain,SPECIES_EXEGGCUTE,102,Y
Giovanni,villain,SPECIES_CUBONE,104,Y
Giovanni,villain,SPECIES_KOFFING,109,Y
Giovanni,villain,SPECIES_RHYHORN,111,Y
Giovanni,villain,SPECIES_KANGASKHAN,115,Y
Giovanni,villain,SPECIES_TAUROS,128,Y
Giovanni,villain,SPECIES_MAGIKARP,129,Y
Giovanni,villain,SPECIES_MOLTRES,146,Y
Giovanni,villain,SPECIES_MEWTWO,150,Y
Giovanni,villain,SPECIES_MURKROW,198,Y
Giovanni,villain,SPECIES_GLIGAR,207,Y
Giovanni,villain,SPECIES_GIBLE,496,Y
Giovanni,villain,SPECIES_HIPPOPOTAS,502,Y
Giovanni,villain,SPECIES_WOOBAT,580,Y
Giovanni,villain,SPECIES_SANDILE,604,Y
Giovanni,villain,SPECIES_YAMASK,615,Y
Giovanni,villain,SPECIES_FOONGUS,643,Y
Giovanni,villain,SPECIES_FRILLISH,645,Y
Giovanni,villain,SPECIES_GUZZLORD,1016,Y
Glacia,elite4,SPECIES_SPHEAL,341,Y
Glacia,elite4,SPECIES_SNORUNT,346,Y
Glacia,elite4,SPECIES_SNOVER,512,Y
Glacia,elite4,SPECIES_VANILLITE,635,Y
Glacia,elite4,SPECIES_CUBCHOO,666,Y
Gladion,rival,SPECIES_BULBASAUR,1,Y
Gladion,rival,SPECIES_CHARMANDER,4,Y
Gladion,rival,SPECIES_SQUIRTLE,7,Y
Gladion,rival,SPECIES_ZUBAT,41,Y
Gladion,rival,SPECIES_EEVEE,133,Y
Gladion,rival,SPECIES_PORYGON,137,Y
Gladion,rival,SPECIES_SNEASEL,215,Y
Gladion,rival,SPECIES_RIOLU,500,Y
Gladion,rival,SPECIES_ZORUA,623,Y
Gladion,rival,SPECIES_ROCKRUFF,961,Y
Gladion,rival,SPECIES_TYPE_NULL,989,Y
Gladion,rival,SPECIES_NIHILEGO,1010,Y
Gladion,rival,SPECIES_MAGEARNA,1018,Y
Gloria,anime,SPECIES_GROOKEY,1102,Y
Gloria,anime,SPECIES_SCORBUNNY,1105,Y
Gloria,anime,SPECIES_SOBBLE,1108,Y
Gloria,anime,SPECIES_ZACIAN,1180,Y
Gloria,anime,SPECIES_ZAMAZENTA,1181,Y
Gloria,anime,SPECIES_ETERNATUS,1182,Y
Gloria,anime,SPECIES_KUBFU,1183,Y
Gloria,anime,SPECIES_GLASTRIER,1188,Y
Gloria,anime,SPECIES_SPECTRIER,1189,Y
Gloria,anime,SPECIES_CALYREX,1190,Y
Goh,anime,SPECIES_CATERPIE,10,Y
Goh,anime,SPECIES_WEEDLE,13,Y
Goh,anime,SPECIES_PIDGEY,16,Y
Goh,anime,SPECIES_RATTATA,19,Y
Goh,anime,SPECIES_SPEAROW,21,Y
Goh,anime,SPECIES_EKANS,23,Y
Goh,anime,SPECIES_NIDORAN_F,29,Y
Goh,anime,SPECIES_VULPIX,37,Y
Goh,anime,SPECIES_ZUBAT,41,Y
Goh,anime,SPECIES_ODDISH,43,Y
Goh,anime,SPECIES_PARAS,46,Y
Goh,anime,SPECIES_VENONAT,48,Y
Goh,anime,SPECIES_DIGLETT,50,Y
Goh,anime,SPECIES_MANKEY,56,Y
Goh,anime,SPECIES_POLIWAG,60,Y
Goh,anime,SPECIES_BELLSPROUT,69,Y
Goh,anime,SPECIES_TENTACOOL,72,Y
Goh,anime,SPECIES_GEODUDE,74,Y
Goh,anime,SPECIES_SLOWPOKE,79,Y
Goh,anime,SPECIES_FARFETCHD,83,Y
Goh,anime,SPECIES_SEEL,86,Y
Goh,anime,SPECIES_GRIMER,88,Y
Goh,anime,SPECIES_DROWZEE,96,Y
Goh,anime,SPECIES_KRABBY,98,Y
Goh,anime,SPECIES_VOLTORB,100,Y
Goh,anime,SPECIES_EXEGGCUTE,102,Y
Goh,anime,SPECIES_CUBONE,104,Y
Goh,anime,SPECIES_HORSEA,116,Y
Goh,anime,SPECIES_GOLDEEN,118,Y
Goh,anime,SPECIES_SCYTHER,123,Y
Goh,anime,SPECIES_PINSIR,127,Y
Goh,anime,SPECIES_MAGIKARP,129,Y
Goh,anime,SPECIES_AERODACTYL,142,Y
Goh,anime,SPECIES_CYNDAQUIL,155,Y
Goh,anime,SPECIES_SENTRET,161,Y
Goh,anime,SPECIES_HOOTHOOT,163,Y
Goh,anime,SPECIES_SPINARAK,167,Y
Goh,anime,SPECIES_CHINCHOU,170,Y
Goh,anime,SPECIES_PICHU,172,Y
Goh,anime,SPECIES_MURKROW,198,Y
Goh,anime,SPECIES_MISDREAVUS,200,Y
Goh,anime,SPECIES_PINECO,204,Y
Goh,anime,SPECIES_HERACROSS,214,Y
Goh,anime,SPECIES_CORSOLA,222,Y
Goh,anime,SPECIES_TYROGUE,236,Y
Goh,anime,SPECIES_SUICUNE,245,Y
Goh,anime,SPECIES_WURMPLE,290,Y
Goh,anime,SPECIES_NINCADA,301,Y
Goh,anime,SPECIES_TAILLOW,304,Y
Goh,anime,SPECIES_WINGULL,309,Y
Goh,anime,SPECIES_CARVANHA,330,Y
Goh,anime,SPECIES_TRAPINCH,332,Y
Goh,anime,SPECIES_NUMEL,339,Y
Goh,anime,SPECIES_SWABLU,358,Y
Goh,anime,SPECIES_ABSOL,376,Y
Goh,anime,SPECIES_MANTYKE,511,Y
Goh,anime,SPECIES_PANSEAR,566,Y
Goh,anime,SPECIES_PANPOUR,568,Y
Goh,anime,SPECIES_ROGGENROLA,577,Y
Goh,anime,SPECIES_PETILIL,601,Y
Goh,anime,SPECIES_SANDILE,604,Y
Goh,anime,SPECIES_DARUMAKA,607,Y
Goh,anime,SPECIES_FERROSEED,650,Y
Goh,anime,SPECIES_STUNFISK,671,Y
Goh,anime,SPECIES_GOLETT,675,Y
Goh,anime,SPECIES_DURANT,685,Y
Goh,anime,SPECIES_FROAKIE,764,Y
Goh,anime,SPECIES_BUNNELBY,767,Y
Goh,anime,SPECIES_SCATTERBUG,772,Y
Goh,anime,SPECIES_FLABEBE,777,Y
Goh,anime,SPECIES_BINACLE,796,Y
Goh,anime,SPECIES_PHANTUMP,816,Y
Goh,anime,SPECIES_MORELULL,972,Y
